example_id,line_index,image,crop_fraction,degradation,gt_start_px,gt_end_px,pred_start_px,pred_end_px,interval_iou,boundary_mae_px,boundary_mae_normalized,center_error_px,center_error_normalized,sw_score,normalized_sw_score,mean_path_cosine,path_steps,target_windows,score_mode
77,26,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_01.png,0.35,blur,140.0,498.0,122.88,606.208,0.7406978283898306,62.66399999999999,0.06119531249999999,45.54399999999998,0.04447656249999998,93.50505065917969,1.558417510986328,0.8231879240936704,45,125,mutual-z+ink
78,26,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_01.png,0.5,contrast,268.0,780.0,221.184,778.24,0.9130733550936265,24.287999999999997,0.023718749999999997,24.28800000000001,0.02371875000000001,158.9625701904297,2.303805365078691,0.8593451196239108,63,125,mutual-z+ink
79,27,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000038/B/linesImages/line_07.png,0.2,noise,146.0,351.0,196.608,344.064,0.7192975609756098,28.77199999999999,0.02809765624999999,21.836000000000013,0.021324218750000012,44.341094970703125,2.4633941650390625,0.8471441484159894,18,125,mutual-z+ink
80,27,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000038/B/linesImages/line_07.png,0.35,morphology,137.0,495.0,204.8,540.672,0.7189004934699458,56.73600000000002,0.05540625000000002,56.73599999999999,0.05540624999999999,90.77307891845703,2.1110018353129543,0.8001294561794826,35,125,mutual-z+ink
81,27,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000038/B/linesImages/line_07.png,0.5,none,313.0,825.0,311.296,819.2,0.9853923660318006,3.751999999999981,0.0036640624999999816,3.7519999999999527,0.003664062499999954,174.11962890625,2.808381111391129,0.9173460593146663,62,125,mutual-z+ink
82,28,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000061/B/linesImages/line_09.png,0.2,blur,623.0,828.0,622.592,811.008,0.9152905436983955,8.699999999999989,0.008496093749999989,8.700000000000045,0.008496093750000044,58.63540267944336,2.549365333888842,0.78842233898847,23,125,mutual-z+ink
83,28,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000061/B/linesImages/line_09.png,0.35,contrast,181.0,539.0,212.992,548.864,0.8862188199986952,20.92800000000001,0.02043750000000001,20.927999999999997,0.020437499999999997,109.4020767211914,2.668343334663205,0.9133158885851139,41,125,mutual-z+ink
84,28,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000061/B/linesImages/line_09.png,0.5,noise,279.0,791.0,278.528,811.008,0.9615384615384615,10.240000000000009,0.010000000000000009,9.768000000000029,0.009539062500000028,177.50778198242188,2.7308889535757213,0.9121829528074998,65,125,mutual-z+ink
85,29,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000065/A/linesImages/line_11.png,0.2,morphology,385.0,590.0,368.64,589.824,0.9252981568485722,8.268000000000029,0.008074218750000028,8.268000000000029,0.008074218750000028,76.41474914550781,2.7290981837681363,0.7931375636790807,26,125,mutual-z+ink
86,29,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000065/A/linesImages/line_11.png,0.35,none,307.0,665.0,311.296,663.552,0.98395530726257,2.8719999999999857,0.002804687499999986,1.4239999999999782,0.0013906249999999787,127.09133911132812,2.824251980251736,0.9066279374417805,42,125,mutual-z+ink
87,29,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000065/A/linesImages/line_11.png,0.5,blur,314.0,826.0,303.104,835.584,0.9615384615384615,10.23999999999998,0.009999999999999981,0.6560000000000628,0.0006406250000000613,152.01290893554688,2.2354839549345127,0.8227180586226525,62,125,mutual-z+ink
88,30,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000016/B/linesImages/line_08.png,0.2,contrast,456.0,661.0,450.56,679.936,0.8937290736607142,12.188000000000017,0.011902343750000016,6.748000000000047,0.006589843750000046,75.93319702148438,2.711899893624442,0.7721999931548323,28,125,mutual-z+ink
89,30,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000016/B/linesImages/line_08.png,0.35,noise,177.0,535.0,188.416,540.672,0.953012604764733,8.544000000000011,0.008343750000000011,8.543999999999983,0.008343749999999983,113.74317169189453,2.5276260375976562,0.8756841973560613,41,125,mutual-z+ink
90,30,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000016/B/linesImages/line_08.png,0.5,morphology,308.0,820.0,303.104,827.392,0.9765625,6.144000000000034,0.006000000000000033,1.2480000000000473,0.0012187500000000462,152.09657287597656,2.2700981026265157,0.8072544326384862,60,125,mutual-z+ink
91,31,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/B/linesImages/line_14.png,0.2,none,304.0,509.0,294.912,532.48,0.8629108297413791,16.28400000000002,0.01590234375000002,7.196000000000026,0.007027343750000026,85.8740463256836,2.9611740112304688,0.8648425089540305,27,125,mutual-z+ink
92,31,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/B/linesImages/line_14.png,0.35,blur,230.0,588.0,221.184,598.016,0.9500254755434783,9.415999999999983,0.009195312499999983,0.5999999999999659,0.0005859374999999667,126.94247436523438,2.7009037098986037,0.7874009341001511,45,125,mutual-z+ink
93,31,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/B/linesImages/line_14.png,0.5,contrast,339.0,851.0,303.104,851.968,0.9328358208955223,18.431999999999988,0.017999999999999988,17.464000000000055,0.017054687500000054,166.9044647216797,2.418905285821445,0.8835347232318693,62,125,mutual-z+ink
94,32,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/B/linesImages/line_11.png,0.2,noise,239.0,444.0,221.184,622.592,0.5107023278061225,98.204,0.09590234375,80.38799999999998,0.07850390624999998,78.75099182128906,1.6071630983936542,0.8268749785834345,29,125,mutual-z+ink
95,32,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/B/linesImages/line_11.png,0.35,morphology,261.0,619.0,245.76,712.704,0.7666872258771931,54.47199999999998,0.05319531249999998,39.23199999999997,0.03831249999999997,99.30643463134766,1.6017166876023816,0.7264795691320082,41,125,mutual-z+ink
96,32,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/B/linesImages/line_11.png,0.5,none,295.0,807.0,245.76,811.008,0.9057971014492753,26.624000000000024,0.026000000000000023,22.615999999999985,0.022085937499999986,181.00233459472656,2.6232222405032837,0.8989245207048953,64,125,mutual-z+ink
97,33,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000065/B/linesImages/line_13.png,0.2,blur,299.0,504.0,262.144,557.056,0.6951226128472221,44.95600000000002,0.04390234375000002,8.100000000000023,0.007910156250000022,44.3535041809082,1.0817927849002,0.6328479174686514,23,125,mutual-z+ink
98,33,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000065/B/linesImages/line_13.png,0.35,contrast,404.0,762.0,393.216,761.856,0.9703674779816912,5.463999999999999,0.005335937499999999,5.463999999999942,0.005335937499999943,98.21248626708984,2.046093463897705,0.7843198279539744,42,125,mutual-z+ink
99,33,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000065/B/linesImages/line_13.png,0.5,noise,279.0,791.0,262.144,761.856,0.9130198012313371,23.0,0.0224609375,23.0,0.0224609375,138.0228729248047,2.1908392527746776,0.783564031629239,59,125,mutual-z+ink
100,34,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000065/A/linesImages/line_07.png,0.2,morphology,501.0,706.0,458.752,712.704,0.8072391633064518,24.47599999999997,0.02390234374999997,17.772000000000048,0.017355468750000047,74.59381866455078,2.26041874741063,0.7976025760173797,25,125,mutual-z+ink
101,34,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000065/A/linesImages/line_07.png,0.35,none,309.0,667.0,294.912,679.936,0.9298121675531914,13.512000000000029,0.013195312500000028,0.5760000000000218,0.0005625000000000213,138.64401245117188,2.9498726053440825,0.9735727595522049,47,125,mutual-z+ink
102,34,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000065/A/linesImages/line_07.png,0.5,blur,293.0,805.0,286.72,827.392,0.9469696969696969,14.336000000000013,0.014000000000000012,8.05600000000004,0.007867187500000039,150.81398010253906,2.154485430036272,0.8146802422500425,62,125,mutual-z+ink
103,35,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_07.png,0.2,contrast,739.0,944.0,729.088,950.272,0.9268301504629626,8.092000000000041,0.00790234375000004,1.8199999999999363,0.0017773437499999378,65.47895812988281,2.4251465974030673,0.8688335143602811,26,125,mutual-z+ink
104,35,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_07.png,0.35,noise,470.0,828.0,466.944,835.584,0.971137152777778,5.319999999999965,0.005195312499999966,2.26400000000001,0.0022109375000000098,117.9800033569336,2.6217778523763022,0.8988456024063958,45,125,mutual-z+ink
105,35,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_07.png,0.5,morphology,492.0,1004.0,491.52,950.272,0.8942241648454574,27.103999999999985,0.026468749999999985,27.104000000000042,0.02646875000000004,126.65087127685547,2.183635711669922,0.8569176561302609,54,125,mutual-z+ink
106,36,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000049/B/linesImages/line_02.png,0.2,none,539.0,744.0,540.672,778.24,0.8498913225213174,17.956000000000017,0.017535156250000017,17.956000000000017,0.017535156250000017,77.47540283203125,2.6715656148976294,0.8491594424402272,27,125,mutual-z+ink
107,36,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000049/B/linesImages/line_02.png,0.35,blur,452.0,810.0,434.176,811.008,0.9500254755434782,9.416000000000025,0.009195312500000025,8.408000000000015,0.008210937500000015,111.07659912109375,2.3140958150227866,0.865957393895748,43,125,mutual-z+ink
108,36,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000049/B/linesImages/line_02.png,0.5,contrast,231.0,743.0,204.8,753.664,0.9328358208955223,18.431999999999988,0.017999999999999988,7.768000000000029,0.007585937500000028,171.5618896484375,2.4508841378348216,0.9148801517865014,63,125,mutual-z+ink
109,37,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_12.png,0.2,noise,474.0,679.0,483.328,679.936,0.9501592727837774,5.132000000000005,0.005011718750000005,5.132000000000062,0.00501171875000006,71.5113525390625,2.979639689127604,0.9107317005594572,24,125,mutual-z+ink
110,37,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_12.png,0.35,morphology,404.0,762.0,409.6,770.048,0.9627152723140134,6.824000000000012,0.006664062500000012,6.824000000000069,0.0066640625000000675,116.80123138427734,2.5955829196506075,0.8815610186998234,43,125,mutual-z+ink
111,37,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_12.png,0.5,none,336.0,848.0,180.224,876.544,0.7352941176470589,92.16,0.09,63.615999999999985,0.062124999999999986,180.62290954589844,2.1249754064223345,0.9802062466963014,67,125,mutual-z+ink
112,38,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_09.png,0.2,blur,623.0,828.0,630.784,819.2,0.9191024390243905,8.291999999999973,0.008097656249999974,0.5080000000000382,0.0004960937500000373,51.13931655883789,2.22344854603643,0.7797129180120386,23,125,mutual-z+ink
113,38,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_09.png,0.35,contrast,406.0,764.0,401.408,786.432,0.9298121675531915,13.512,0.0131953125,8.920000000000073,0.008710937500000071,120.86808776855469,2.518085161844889,0.8952620115545061,45,125,mutual-z+ink
114,38,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/A/linesImages/line_09.png,0.5,noise,381.0,893.0,368.64,819.2,0.8356854069723092,43.079999999999984,0.042070312499999984,43.07999999999993,0.04207031249999993,126.9123306274414,2.266291618347168,0.8316415011882782,55,125,mutual-z+ink
115,39,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000043/B/linesImages/line_12.png,0.2,morphology,605.0,810.0,450.56,819.2,0.5560980902777777,81.82000000000002,0.07990234375000002,72.62,0.07091796875,56.240150451660156,1.1965989457800033,0.670094563315312,24,125,mutual-z+ink
116,39,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000043/B/linesImages/line_12.png,0.35,none,452.0,810.0,442.368,819.2,0.9500254755434782,9.416000000000025,0.009195312500000025,0.21600000000000819,0.000210937500000008,132.3529052734375,2.8772370711616846,0.9099081067935281,46,125,mutual-z+ink
117,39,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000043/B/linesImages/line_12.png,0.5,blur,211.0,723.0,196.608,720.896,0.9686621377224576,8.248000000000019,0.008054687500000018,8.248000000000047,0.008054687500000046,123.4487075805664,1.8154221703024471,0.7117355500658353,60,125,mutual-z+ink
118,40,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000026/B/linesImages/line_01.png,0.2,contrast,200.0,405.0,204.8,393.216,0.9191024390243903,8.292000000000002,0.008097656250000002,3.491999999999962,0.0034101562499999627,68.93391418457031,2.99712670367697,0.8635188030159991,23,125,mutual-z+ink
119,40,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000026/B/linesImages/line_01.png,0.35,noise,265.0,623.0,253.952,622.592,0.9689579675272593,5.728000000000009,0.0055937500000000084,5.728000000000009,0.0055937500000000084,101.17247772216797,2.1526059089822973,0.7884647101163864,42,125,mutual-z+ink
120,40,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000026/B/linesImages/line_01.png,0.5,morphology,218.0,730.0,204.8,737.28,0.9615384615384615,10.23999999999998,0.009999999999999981,2.9600000000000364,0.0028906250000000355,150.4346160888672,2.245292777445779,0.830875573650239,63,125,mutual-z+ink
121,41,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000028/B/linesImages/line_02.png,0.2,none,573.0,778.0,573.44,802.816,0.8901033870574717,12.628000000000043,0.012332031250000042,12.628000000000043,0.012332031250000042,78.49020385742188,2.7065587537042024,0.8615226568999114,27,125,mutual-z+ink
122,41,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000028/B/linesImages/line_02.png,0.35,blur,379.0,737.0,368.64,745.472,0.9500254755434783,9.415999999999997,0.009195312499999997,0.94399999999996,0.0009218749999999609,111.62007904052734,2.188629000794654,0.8217705186547303,41,125,mutual-z+ink
123,41,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000028/B/linesImages/line_02.png,0.5,contrast,349.0,861.0,352.256,843.776,0.96,10.240000000000009,0.010000000000000009,6.984000000000037,0.006820312500000036,152.0397186279297,2.413328867109995,0.883693271038825,57,125,mutual-z+ink
124,42,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000049/B/linesImages/line_09.png,0.2,noise,646.0,851.0,647.168,835.584,0.9191024390243899,8.29200000000003,0.00809765625000003,7.124000000000024,0.006957031250000023,56.37654495239258,2.4511541283648945,0.7989316433668137,23,125,mutual-z+ink
125,42,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000049/B/linesImages/line_09.png,0.35,morphology,229.0,587.0,196.608,589.824,0.9104410807291667,17.607999999999976,0.017195312499999976,14.783999999999992,0.014437499999999992,123.50122833251953,2.5729422569274902,0.8452394966115343,47,125,mutual-z+ink
126,42,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000049/B/linesImages/line_09.png,0.5,none,356.0,868.0,352.256,835.584,0.929887696221381,18.08000000000004,0.01765625000000004,18.08000000000004,0.01765625000000004,140.33383178710938,2.2275211394779264,0.850200832973827,55,125,mutual-z+ink
127,43,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000036/B/linesImages/line_02.png,0.2,blur,407.0,612.0,401.408,614.4,0.9624774639423078,3.995999999999981,0.0039023437499999813,1.5960000000000036,0.0015585937500000036,74.6832046508789,2.7660446166992188,0.7838282034947321,26,125,mutual-z+ink
128,43,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000036/B/linesImages/line_02.png,0.35,contrast,296.0,654.0,294.912,663.552,0.9711371527777777,5.320000000000022,0.005195312500000021,4.231999999999971,0.004132812499999972,119.45121765136719,2.596765601116678,0.8408692695877769,44,125,mutual-z+ink
129,43,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000036/B/linesImages/line_02.png,0.5,noise,230.0,742.0,221.184,753.664,0.9615384615384615,10.239999999999995,0.009999999999999995,1.4239999999999782,0.0013906249999999787,149.71263122558594,2.2345168839639693,0.8478674122265407,63,125,mutual-z+ink
130,44,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000016/B/linesImages/line_02.png,0.2,morphology,233.0,438.0,221.184,466.944,0.8341471354166666,20.38000000000001,0.01990234375000001,8.564000000000021,0.008363281250000021,71.68505859375,2.389501953125,0.852226971200219,27,125,mutual-z+ink
131,44,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000016/B/linesImages/line_02.png,0.35,none,391.0,749.0,385.024,786.432,0.891860650510204,21.704000000000008,0.021195312500000008,15.728000000000065,0.015359375000000064,130.72706604003906,2.5139820392315206,0.9197869206016714,44,125,mutual-z+ink
132,44,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000016/B/linesImages/line_02.png,0.5,blur,306.0,818.0,303.104,786.432,0.9330660949007179,17.232,0.016828125,17.23199999999997,0.01682812499999997,144.27838134765625,2.4046396891276043,0.7714300148062787,59,125,mutual-z+ink
133,45,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000014/B/linesImages/line_10.png,0.2,contrast,242.0,447.0,229.376,499.712,0.7583155776515151,32.66799999999999,0.03190234374999999,20.043999999999983,0.019574218749999983,70.8443603515625,2.146798798532197,0.9022171331776513,27,125,mutual-z+ink
134,45,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000014/B/linesImages/line_10.png,0.35,noise,427.0,785.0,417.792,802.816,0.9298121675531914,13.512000000000029,0.013195312500000028,4.303999999999974,0.004203124999999974,124.8248291015625,2.655847427692819,0.8972079820455389,47,125,mutual-z+ink
135,45,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000014/B/linesImages/line_10.png,0.5,morphology,315.0,827.0,311.296,802.816,0.9459224671516996,13.943999999999988,0.013617187499999989,13.94399999999996,0.013617187499999961,142.20143127441406,2.2935714721679688,0.8345696380067813,57,125,mutual-z+ink
136,46,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000024/B/linesImages/line_03.png,0.2,none,195.0,400.0,172.032,401.408,0.8937290736607143,12.188000000000002,0.011902343750000002,10.779999999999973,0.010527343749999973,67.82987976074219,2.4224957057407925,0.7859104733776163,27,125,mutual-z+ink
137,46,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000024/B/linesImages/line_03.png,0.35,blur,356.0,714.0,327.68,720.896,0.9104410807291667,17.607999999999976,0.017195312499999976,10.711999999999989,0.01046093749999999,116.88225555419922,2.435046990712484,0.8162156388811443,46,125,mutual-z+ink
138,46,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000024/B/linesImages/line_03.png,0.5,contrast,267.0,779.0,253.952,794.624,0.9469696969696969,14.336000000000013,0.014000000000000012,1.288000000000011,0.0012578125000000107,158.2495880126953,2.2934722900390625,0.8287570647662506,64,125,mutual-z+ink
139,47,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000029/B/linesImages/line_05.png,0.2,noise,598.0,803.0,589.824,827.392,0.862910829741379,16.28400000000005,0.015902343750000048,8.107999999999947,0.007917968749999948,73.18220520019531,2.4394068400065105,0.8097910434007645,26,125,mutual-z+ink
140,47,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000029/B/linesImages/line_05.png,0.35,morphology,193.0,551.0,188.416,557.056,0.9711371527777777,5.320000000000022,0.005195312500000021,0.73599999999999,0.0007187499999999902,105.5748062133789,2.246272472625083,0.7750472273937491,43,125,mutual-z+ink
141,47,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000029/B/linesImages/line_05.png,0.5,none,185.0,697.0,188.416,696.32,0.9920000000000001,2.0479999999999734,0.001999999999999974,1.3680000000000518,0.0013359375000000506,173.21966552734375,2.7938655730216735,0.9336860824015832,62,125,mutual-z+ink
142,48,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000049/B/linesImages/line_03.png,0.2,blur,587.0,792.0,524.288,811.008,0.7149832589285714,40.860000000000014,0.03990234375000001,21.851999999999975,0.021339843749999976,67.78256225585938,1.8319611420502533,0.7484316158294678,25,125,mutual-z+ink
143,48,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000049/B/linesImages/line_03.png,0.35,contrast,354.0,712.0,344.064,720.896,0.9500254755434784,9.415999999999968,0.00919531249999997,0.5199999999999818,0.0005078124999999822,121.27686309814453,2.580358789322224,0.8247004417194561,44,125,mutual-z+ink
144,48,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000049/B/linesImages/line_03.png,0.5,noise,300.0,812.0,286.72,819.2,0.9615384615384615,10.240000000000009,0.010000000000000009,3.0399999999999636,0.0029687499999999645,166.9808807373047,2.455601187313304,0.840847963378543,63,125,mutual-z+ink
145,49,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/B/linesImages/line_13.png,0.2,morphology,513.0,718.0,442.368,729.088,0.7149832589285715,40.859999999999985,0.039902343749999986,29.772000000000048,0.029074218750000047,65.46778106689453,1.8705080304827009,0.7518881607268538,28,125,mutual-z+ink
146,49,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/B/linesImages/line_13.png,0.35,none,274.0,632.0,270.336,630.784,0.9865068129534595,2.4399999999999977,0.0023828124999999978,2.4399999999999977,0.0023828124999999978,104.69696044921875,2.32659912109375,0.8389754468618438,43,125,mutual-z+ink
147,49,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000009/B/linesImages/line_13.png,0.5,blur,237.0,749.0,229.376,778.24,0.9328358208955223,18.432000000000002,0.018000000000000002,10.807999999999993,0.010554687499999993,124.95763397216797,1.7117484105776435,0.6810369032545615,59,125,mutual-z+ink
148,50,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000038/A/linesImages/line_01.png,0.2,contrast,183.0,388.0,188.416,425.984,0.8213874164554046,21.69999999999999,0.02119140624999999,21.69999999999999,0.02119140624999999,69.21784973144531,2.386822404532597,0.8067448091506958,25,125,mutual-z+ink
149,50,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000038/A/linesImages/line_01.png,0.35,noise,141.0,499.0,188.416,507.904,0.8464993567799751,28.159999999999997,0.027499999999999997,28.159999999999968,0.02749999999999997,116.95856475830078,2.998937557905148,0.9043432378616089,39,125,mutual-z+ink
150,50,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000038/A/linesImages/line_01.png,0.5,morphology,132.0,644.0,188.416,647.168,0.8843406422759178,29.792,0.02909375,29.79200000000003,0.02909375000000003,139.5511932373047,2.325853220621745,0.8064772992763879,53,125,mutual-z+ink
151,51,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/A/linesImages/line_02.png,0.2,none,514.0,719.0,516.096,720.896,0.9807052818807519,1.995999999999981,0.0019492187499999813,1.995999999999981,0.0019492187499999813,72.91358184814453,2.916543273925781,0.9883281373977661,25,125,mutual-z+ink
152,51,/home/ahmedmas/BGU-Lab/AlignmentProject/DataSet/ArabicDataset/DatasetPairs/page_pairs/pair_000050/A/linesImages/line_02.png,0.35,blur,115.0,473.0,90.112,475.136,0.9298121675531915,13.512000000000015,0.013195312500000014,11.375999999999976,0.011109374999999977,106.18041229248047,2.2591577083506484,0.8431811339043557,47,125,mutual-z+ink
